3298.680	522.5210	2.5200
3301.060	512.0552	3.1810
3303.440	507.9105	2.8160
3305.820	518.4500	2.2767
3308.200	525.9107	2.2524
3310.580	518.9381	2.5995
3312.960	515.1875	2.4202
3315.340	512.6021	2.4083
3317.720	501.0914	2.5581
3320.100	496.4020	3.1283
3322.480	505.8859	2.4487
3324.860	507.6352	2.1046
3327.240	508.3265	2.1898
3329.620	510.1784	2.1279
3332.000	502.6271	2.4885
3334.380	501.2579	2.2651
3336.760	500.9695	2.0879
3339.140	504.7433	2.0847
3341.520	510.0004	2.0565
3343.900	492.9536	2.0897
3346.280	486.4259	1.6728
3348.660	508.0315	2.2364
3351.040	519.2665	2.0521
3353.420	514.6889	2.4464
3355.800	492.4356	3.0239
3358.180	486.1897	2.5244
3360.560	510.9919	2.9196
3362.940	508.6925	2.2434
3365.320	490.1043	2.3300
3367.700	481.1404	2.1101
3370.080	492.3252	2.2521
3372.460	513.9249	2.3868
3374.840	504.4444	2.3810
3377.220	483.8808	2.9065
3379.600	495.6575	1.6052
3381.980	510.2295	1.7367
3384.360	512.4216	1.8892
3386.740	503.6355	2.5490
3389.120	496.1854	2.1257
3391.500	508.5394	1.8744
3393.880	531.2329	2.5665
3396.260	531.4135	1.9755
3398.640	514.2830	2.7016
3401.020	501.7783	2.8385
3403.400	497.9431	2.0151
3405.780	500.3010	1.7396
3408.160	503.3302	1.5480
3410.540	504.6554	1.7494
3412.920	512.6993	2.1874
3415.300	523.3415	1.9675
3417.680	516.5379	2.3623
3420.060	507.6226	2.6314
3422.440	511.7373	2.1875
3424.820	525.8955	1.6254
3427.200	529.3365	1.6165
3429.580	523.4056	2.3727
3431.960	520.2529	2.6953
3434.340	508.5550	2.5861
3436.720	487.7803	2.5751
3439.100	481.7385	2.1713
3441.480	499.6121	2.4858
3443.860	516.7194	2.3785
3446.240	520.3013	1.8221
3448.620	511.9417	2.6779
3451.000	515.9450	2.5626
3453.380	517.2899	2.4197
3455.760	510.0744	2.0627
3458.140	511.3422	1.6675
3460.520	518.0009	1.9030
3462.900	522.9132	1.8837
3465.280	524.4319	2.9003
3467.660	518.9344	2.5372
3470.040	500.7473	2.6488
3472.420	496.3898	2.0672
3474.800	515.6191	1.9771
3477.180	526.5314	2.5225
3479.560	523.0630	3.1431
3481.940	522.8271	2.6245
3484.320	516.4383	2.1184
3486.700	503.7897	2.2826
3489.080	505.6673	1.9570
