3298.680	44.2985	0.3364
3301.060	44.3486	0.3663
3303.440	44.0773	0.3468
3305.820	43.7486	0.3102
3308.200	43.5187	0.2929
3310.580	43.4122	0.3210
3312.960	43.5574	0.3102
3315.340	43.8741	0.3085
3317.720	43.8096	0.3166
3320.100	43.7518	0.3596
3322.480	43.4840	0.3049
3324.860	42.9548	0.2815
3327.240	43.1139	0.2830
3329.620	43.4069	0.2757
3332.000	43.1831	0.3070
3334.380	43.3010	0.2950
3336.760	43.2411	0.2841
3339.140	43.0313	0.2769
3341.520	42.7925	0.2806
3343.900	42.6100	0.2796
3346.280	42.8503	0.2467
3348.660	43.0356	0.2841
3351.040	42.0327	0.2675
3353.420	42.4297	0.2832
3355.800	43.3505	0.3302
3358.180	43.5129	0.3121
3360.560	43.8089	0.3200
3362.940	43.1077	0.2728
3365.320	43.0113	0.2876
3367.700	43.5111	0.2654
3370.080	43.1482	0.2786
3372.460	42.3469	0.2647
3374.840	42.2847	0.2754
3377.220	42.6784	0.3161
3379.600	43.5689	0.2363
3381.980	42.7270	0.2381
3384.360	41.9963	0.2428
3386.740	42.8428	0.2880
3389.120	43.4861	0.2587
3391.500	43.7015	0.2522
3393.880	43.4165	0.2850
3396.260	43.1016	0.2402
3398.640	43.6596	0.2925
3401.020	44.6196	0.3121
3403.400	44.3071	0.2507
3405.780	43.4805	0.2320
3408.160	43.2448	0.2197
3410.540	43.0995	0.2332
3412.920	43.1992	0.2548
3415.300	43.2918	0.2392
3417.680	43.2294	0.2588
3420.060	43.5784	0.2864
3422.440	43.9576	0.2627
3424.820	43.8734	0.2215
3427.200	43.6795	0.2134
3429.580	43.9102	0.2617
3431.960	44.1035	0.2817
3434.340	44.0054	0.2846
3436.720	43.8101	0.2885
3439.100	43.7748	0.2583
3441.480	43.2536	0.2705
3443.860	42.3876	0.2541
3446.240	42.2186	0.2301
3448.620	42.9945	0.2754
3451.000	44.0731	0.2762
3453.380	44.0503	0.2649
3455.760	43.8049	0.2449
3458.140	44.4096	0.2197
3460.520	44.4072	0.2282
3462.900	43.6876	0.2289
3465.280	43.5570	0.2881
3467.660	43.8791	0.2692
3470.040	44.1358	0.2909
3472.420	44.5333	0.2437
3474.800	44.0608	0.2318
3477.180	42.9955	0.2674
3479.560	42.9064	0.3013
3481.940	43.8755	0.2761
3484.320	44.3302	0.2488
3486.700	44.2473	0.2563
3489.080	44.5839	0.2332
3491.460	44.1480	0.2454
3493.840	43.4268	0.2160
3496.220	43.6540	0.2226
3498.600	43.9384	0.2193
3500.980	43.9069	0.2637
3503.360	43.9936	0.2786
3505.740	44.2190	0.2601
3508.120	44.4131	0.2320
3510.500	44.4364	0.2244
3512.880	43.9428	0.2346
3515.260	43.4357	0.2263
3517.640	43.8936	0.1998
3520.020	44.2290	0.2052
3522.400	44.2463	0.2285
3524.780	43.7406	0.2967
3527.160	42.7826	0.2087
3529.540	42.8105	0.2041
3531.920	43.9399	0.2237
3534.300	44.5303	0.2089
3536.680	44.7807	0.2075
3539.060	44.8078	0.2136
3541.440	44.9759	0.2272
3543.820	44.8931	0.2363
3546.200	45.0545	0.2690
3548.580	45.1364	0.2390
3550.960	45.4463	0.2500
3553.340	45.4561	0.2558
3555.720	44.8216	0.2605
3558.100	44.3531	0.2597
3560.480	44.3916	0.2399
3562.860	44.9098	0.2209
3565.240	44.9583	0.2221
3567.620	44.2666	0.2001
3570.000	43.4368	0.2509
3572.380	43.0163	0.2130
3574.760	42.8687	0.2115
3577.140	43.4265	0.2242
3579.520	44.3119	0.2413
3581.900	44.2034	0.2329
3584.280	43.7573	0.2366
3586.660	42.9351	0.2222
3589.040	42.6395	0.2143
3591.420	43.2742	0.2239
3593.800	43.9945	0.2796
3596.180	44.1555	0.2951
3598.560	44.4668	0.2734
3600.940	44.9847	0.2235
3603.320	45.0052	0.2132
3605.700	44.4837	0.2192
3608.080	43.8973	0.2011
3610.460	43.6759	0.2367
3612.840	43.2836	0.2907
3615.220	43.6562	0.2613
3617.600	44.5992	0.1989
3619.980	44.1931	0.2461
3622.360	43.8746	0.2272
3624.740	44.1597	0.2977
3627.120	44.7099	0.2876
3629.500	45.2324	0.2466
3631.880	45.0782	0.2663
3634.260	44.2548	0.2470
3636.640	44.3290	0.2433
3639.020	44.9868	0.2249
3641.400	45.3379	0.2220
3643.780	45.0229	0.2217
3646.160	44.6578	0.2113
3648.540	44.6204	0.2200
3650.920	44.4135	0.1944
3653.300	44.5822	0.2327
3655.680	45.1351	0.2363
3658.060	45.4892	0.2252
3660.440	45.7215	0.2026
3662.820	45.6637	0.1970
3665.200	45.5758	0.1978
3667.580	45.8364	0.2022
3669.960	45.7275	0.2273
3672.340	45.5172	0.2602
3674.720	45.7217	0.2368
3677.100	45.5552	0.2174
3679.480	45.1412	0.2084
3681.860	44.7704	0.2089
3684.240	44.5318	0.2146
3686.620	44.3716	0.2215
3689.000	44.2575	0.2256
3691.380	44.8478	0.2209
3693.760	45.3423	0.2306
3696.140	45.8726	0.2272
3698.520	45.7681	0.2262
3700.900	46.0691	0.2993
3703.280	46.3749	0.2533
3705.660	45.1797	0.2278
3708.040	44.3348	0.1953
3710.420	44.7135	0.2138
3712.800	44.2801	0.2391
3715.180	44.6430	0.2653
3717.560	47.4365	0.2271
3719.940	49.0385	0.2810
3722.320	45.8147	0.2122
3724.700	43.1119	0.2184
3727.080	45.5278	0.2655
3729.460	49.6011	0.2626
3731.840	50.5262	0.2972
3734.220	46.9322	0.2634
3736.600	42.0112	0.1939
3738.980	42.1897	0.2793
3741.360	47.5111	0.2903
3743.740	51.6964	0.2206
3746.120	51.5349	0.2440
3748.500	47.9868	0.2464
3750.880	42.9778	0.2361
3753.260	41.0463	0.3326
3755.640	45.5240	0.2703
3758.020	51.3097	0.2191
3760.400	53.4821	0.2254
3762.780	53.5491	0.2514
3765.160	53.6457	0.2468
3767.540	52.4177	0.2397
3769.920	47.9400	0.2371
3772.300	42.5845	0.1988
3774.680	42.8636	0.1913
3777.060	48.4374	0.2008
3779.440	54.0400	0.2185
3781.820	57.3455	0.2408
3784.200	58.7532	0.2424
3786.580	58.8348	0.2899
3788.960	58.3747	0.2398
3791.340	56.9071	0.2519
3793.720	55.1794	0.2543
3796.100	51.4647	0.2619
3798.480	44.7069	0.2175
3800.860	40.5802	0.1844
